"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[time of treatment]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[age]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[sex]"	"Term Source REF"	"Term Accession Number"
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_1_urine_26w"	"control"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_2_urine_26w"	"control"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_4_urine_26w"	"control"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_5_urine_26w"	"control"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s9_1_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s9_2_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s9_3_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s9_4_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s9_5_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s10_1_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s10_2_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s10_3_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s10_4_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s21_1_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s21_2_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s21_3_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s21_4_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s22_1_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s22_2_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s22_3_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s22_4_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_26w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s22_5_urine_26w"	"pesticides"	""	""	"26"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"42"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s1_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s1_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s1_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s2_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s2_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s2_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s2_4_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s3_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s3_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s3_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s3_4_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s4_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s4_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s4_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"M"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s5_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s5_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s5_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s5_4_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s5_5_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_4_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s6_5_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s7_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s7_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s7_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s8_1_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s8_2_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
"urine_6w"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"s8_3_urine_6w"	"control"	""	""	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"22"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"WT"	""	""	"F"	""	""
